제목,링크,작성일자
"이재명, 사모펀드 다니는 아들에 “취직 못해서 동네 조그만 기업…”",https://biz.chosun.com/policy/politics/election2022/2022/02/17/2EFHVZ2VRFBOLCGMVCM7NNRBKY/,2022.02.17
【이상곤의 ‘흐름’】 영화 ‘기생충’과 유능한(?)이재명부부,http://monthly.chosun.com/client/mcol/column_view.asp?idx=1318&NewsNumb=2022021318,2022.02.17
"이재명-윤석열, 사전투표 어디서 하나?",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14801&NewsNumb=20220314801,2022.03.03
"광주 시민단체 “이재명, 쇼핑몰 반대하고 화성시 투자 정용진에 감사편지”",https://biz.chosun.com/policy/politics/election2022/2022/02/19/DRC27WEBINBTJNRR4IEG45PG3A/,2022.02.19
이재명“거짓은 참을 이길 수 없다”…野 “김만배가 李 방어하려 거짓말”,https://biz.chosun.com/policy/politics/election2022/2022/03/07/7FI5P4HBHVAS7FLDB45IHFQZPI/,2022.03.07
윤석열 42.3%이재명36.6% 안철수 6.7%[글로벌리서치],https://biz.chosun.com/policy/politics/election2022/2022/03/02/BKLNEDYNRRD4DLXZFSQK74GWBA/,2022.03.02
"野,이재명선거 공보물 ‘전과’ 소명에 “허위사실 또 있다”…검찰 고발",https://biz.chosun.com/policy/politics/election2022/2022/02/25/KVA3KDIG3RF6TPXIV5GVLQ4XB4/,2022.02.25
이재명‘발차기’ 했다가…허경영 “공약표절로 모자라 발차기도 따라해”,https://biz.chosun.com/policy/politics/election2022/2022/02/19/LE6A5ZNYGZAXZACC74Q5XDQANU/,2022.02.19
"與 “경제대통령이재명” 이준석 “기축통화국 만들겠다니, 가슴이 웅장”",https://biz.chosun.com/policy/politics/election2022/2022/02/21/ENQ2VVDFLRGDHBZUF6VZGZ7MBQ/,2022.02.21
이재명“재외동포 위한 우편투표제 도입” 공약,https://biz.chosun.com/policy/politics/election2022/2022/02/22/U2HUSOW6QNBMRN76JMDZE4HP3A/,2022.02.22
"심상정 “이재명‘국민소득 5만달러’ 공약, MB ‘747’보다 허황”",https://biz.chosun.com/policy/politics/election2022/2022/02/21/R2GJUOGRH5F3BG3QOTBCWRXE74/,2022.02.21
이재명“북한 미사일 발사 엄중하게 규탄”,https://biz.chosun.com/policy/politics/election2022/2022/03/05/YC6AX5Z6GBEHNEFH7XNFAZ7YAY/,2022.03.05
이재명‘지금 군사독재와 다르지 않다’ 논란…이준석 “급하니 文도 맹공”,https://biz.chosun.com/policy/politics/election2022/2022/03/05/22UPQZNNK5G27CVPM5BCHWKG7M/,2022.03.05
"D-1 마지막 유세…이재명여의도·광화문, 윤석열 제주 찍고 경부선",https://biz.chosun.com/policy/politics/election2022/2022/03/07/HVX3KZLTCJHGFCYGUMYLUZ3YK4/,2022.03.07
"“이재명, 백성 아픔 어루만져” 정두홍 지지 선언... 李 “든든하다”",https://www.chosun.com/politics/election2022/2022/02/23/TKXG4OWKUNG4XD6VCJHFD47QU4/,2022.02.23
윤석열 42.4%이재명40.2%…오차범위 내 접전[엠브레인],https://biz.chosun.com/policy/politics/electionpoll/2022/02/27/YOMH6R3JSJFR3A5JXLIZI7PHOU/,2022.02.27
이재명“제3선택 가능하게…이재명주장·안철수 꿈·심상정 소망”,https://biz.chosun.com/policy/politics/election2022/2022/02/28/JAQPVUNZ2NH57IGSQAYHRUACIU/,2022.02.28
"권영세 “이재명, 우크라 국민에게 다시 사과하라”",https://biz.chosun.com/policy/politics/election2022/2022/02/27/LJEZFESTIJH5DDP4FPYTRJ4VRA/,2022.02.27
"민주당 고민정이 말하는이재명의 단점, “본인이 웃긴다고 생각해”",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14760&NewsNumb=20220214760,2022.02.27
"이재명“페미니즘이 뭐냐”, 윤석열 “휴머니즘의 하나”",https://biz.chosun.com/policy/politics/election2022/2022/03/02/UF6Y4XDAXFAWJLHHMPSIQP7GBA/,2022.03.02
“이재명후보의 통합정부는 더 큰 정치개혁”,http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14836&NewsNumb=20220314836,2022.03.08
이재명“어게인 2002″...‘끝내 이기리라’ 파란 물결 청계광장 채운 ‘상록수’,https://biz.chosun.com/policy/politics/election2022/2022/03/08/V3OJCVPF3JF75MLVAFDFON2W3U/,2022.03.08
허경영이 한 말…이재명“나라에 돈이 없는 게 아니라 도둑이 너무 많다”,https://biz.chosun.com/policy/politics/election2022/2022/03/04/SQCSGGZC25HKBG7X3CEGWZSS3Y/,2022.03.04
"이재명“이국종의 ‘닥터헬기’ 표준으로”…野 “경기도, 아주대에 돈 안줘”",https://biz.chosun.com/policy/politics/election2022/2022/02/17/NUVUMUUI3ZAFVOL43UGWGY2FOE/,2022.02.17
윤석열 39%이재명38% 안철수 12%…마지막 갤럽 조사,https://biz.chosun.com/policy/politics/electionpoll/2022/03/04/3DDO4FYASJA6TNF3UGY2RWD4FA/,2022.03.04
윤석열 “이재명지지자들이 與 당원에 보복성 고발…민주 없는 민주당”,https://biz.chosun.com/policy/politics/election2022/2022/02/18/ESBUGWBQNVAJJJOB5YOGSEFACI/,2022.02.18
이재명이 경제 대통령?? '이재명경기도'의 경제성장률 봤더니...,http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14741&NewsNumb=20220214741,2022.02.26
이재명“홍준표·박정희 정책도 쓴다…이념이 뭐가 중요한가”,https://www.chosun.com/politics/election2022/2022/02/15/RBPDAPDHYZHJRP2NHGRL24VFBQ/,2022.02.15
[여론&정치] ‘샤이이재명’ 對 ‘샤이 윤석열’,https://www.chosun.com/opinion/column/2022/03/04/B6PVXOSGS5C7DHQRC7BCP5J2EI/,2022.03.04
[사설] ‘이재명게이트’가 ‘게이트 지키기’라는 민주당 황당 궤변,https://www.chosun.com/opinion/editorial/2022/02/23/UUT6FEFOZJBAHDCUX7JG5QAWPI/,2022.02.23
"진중권,이재명‘우크라 대통령 폄하’에 “당신도 인간이냐”",https://biz.chosun.com/policy/politics/election2022/2022/02/27/7SKLSN4EUNCWHALQHVPSL65ZCA/,2022.02.27
윤석열 39.2%이재명35.2% 안철수 8.1%[KBS·MBC·SBS],https://biz.chosun.com/policy/politics/electionpoll/2022/02/17/F6PN2TA655CUZKTYZ67YCQLI7A/,2022.02.17
"윤석열 “조카의 모녀살인에 ‘데이트 폭력’”이재명“변호, 페미니즘과 무관”",https://biz.chosun.com/policy/politics/election2022/2022/03/02/YCBHEBWBW5BRPBLQUZZIUBESEM/,2022.03.02
윤석열 42.4%이재명41.9% 안철수 7.2%[한길리서치],https://biz.chosun.com/policy/politics/election2022/2022/02/16/HYNVVKKYPJCRPICQY24QT2ICUI/,2022.02.16
국민의힘 “‘허가권자’이재명없이 ‘허가방’ 김인섭 존재하겠나”,https://www.chosun.com/politics/election2022/2022/02/26/MX6D6K3RJZARTOY2VFMAJOTC5M/,2022.02.26
"이재명, 부산 유세 후 노무현 추억 소환…“끝내 이기리라”",https://biz.chosun.com/policy/politics/election2022/2022/02/15/XS3PYAA2QVA2XEWYYJG7DM7RVU/,2022.02.15
"국민의힘, “이재명, 패색 짙자 국가안보로 장난질”",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14822&NewsNumb=20220314822,2022.03.07
"與 텃밭서이재명겨눈 심상정 “李, 보수로 가고 있다”",https://biz.chosun.com/policy/politics/election2022/2022/02/16/AF3AUKHRXRG5DJT647AGFXVMKM/,2022.02.16
"윤석열 45.1%이재명40.6% 안철수 7.1%…리얼미터, 투표전 마지막 발표",https://biz.chosun.com/policy/politics/electionpoll/2022/03/03/23PLKO6D4BBVJCKYQ5IQZGAGDY/,2022.03.03
이재명“지금 군사독재 시절과 다르지 않아” 이준석 “급하니 文도 맹공”,https://www.chosun.com/politics/election2022/2022/03/05/FC4I4AGNCBHHNNZAPCL2NJN624/,2022.03.05
"[대선영상]이재명“지역화폐, 내가 만들었다”",https://www.chosun.com/politics/election2022/2022/02/23/CJOH5XWZJNAHHD4VLP4QW5NTHU/,2022.02.23
"배우 이원종 “이재명, 남의 돈 탐하지 않았다” 李 “천군만마”",https://biz.chosun.com/policy/politics/election2022/2022/02/17/TW52F6B6PVC5JH55H5RTOTWZ2Y/,2022.02.17
이재명“대장동은 윤석열 게이트…尹 몸통 100% 확신”,https://www.chosun.com/politics/election2022/2022/02/23/J2UH44P2ZZAGVGA27EUYGGY4RU/,2022.02.23
“대법원에 많이 작업했다”이재명옛 비서 녹취 나와…與 “명백한 허위”,https://biz.chosun.com/policy/politics/election2022/2022/03/07/FJMYZJHOIBGYDGSMOKTFGB6GGQ/,2022.03.07
이재명“명운 걸고 부동산 해결”,https://www.chosun.com/politics/election2022/2022/03/07/5F3EQCYDOBGXPHS77PJWPJ6NEA/,2022.03.07
"이재명, 재외동포에게 지지 호소 “우편투표제 도입하겠다”",https://biz.chosun.com/policy/politics/election2022/2022/02/24/R266D2MSUJGY5DBR2OUQVYH74Q/,2022.02.24
"“오지마, 사랑해버릴 거 같아”…40대 가장이재명‘감성’ 블로그 글 인기",https://www.chosun.com/politics/election2022/2022/03/02/UAKR524EKZC77OFLJRLPBN3XHM/,2022.03.02
"이재명, 25일 밤 10시에 네 번째 TV 광고 공개! 주제는 '경제 대통령'",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14740&NewsNumb=20220214740,2022.02.25
‘이재명49% 당선’ 선거팀 그래픽 노출에... YTN “의도한 것 아냐”,https://www.chosun.com/politics/politics_general/2022/02/23/QK3OLAH7VFGHLFXBVE2JJPFC5Q/,2022.02.23
[3·9 대선] 샤이이재명’ 복병인가 허상인가,http://weekly.chosun.com/client/news/viw.asp?ctcd=C03&nNewsNumb=002697100004,2022.02.25
"“尹,이재명게이트 허위면 사퇴하라” 李 발끈한 녹취록 공개됐다",https://www.chosun.com/politics/election2022/2022/02/21/ZIMYNFTQGREPLDR4MAMKIVS5QM/,2022.02.21
"“아 속 쓰려~”…이재명, 배우 김하균과 ‘개비스콘 짤’ 선보여",https://www.chosun.com/politics/election2022/2022/03/07/ITPMVPS6ABGSRKQRWRO65YOKKE/,2022.03.07
"이재명“尹, 무슨 염치로 노무현·김대중 이야기하나”",https://www.chosun.com/politics/politics_general/2022/02/24/WQDH5JGTABEE7OA2S2JH45LZGQ/,2022.02.24
"이재명“지역화폐, 내가 만들었다”…사실은 1996년 화천·괴산이 최초",https://biz.chosun.com/policy/politics/election2022/2022/02/23/GMFHRI3IDRBI7NEGI3CIV3HI5A/,2022.02.23
"이재명36.6%, 윤석열 42.3%, 안철수 6.7% [글로벌리서치]",https://www.chosun.com/politics/election2022/2022/03/02/3E2CPXUF6NDCNJ5F6BKNOMNODQ/,2022.03.02
이재명게이트 녹취 나오자…與 “李가 ‘입구’ 지킨다는 뜻”,https://www.chosun.com/politics/election2022/2022/02/22/K46LXUXCBZEZ7BTL3P3AYTX7WM/,2022.02.22
"윤석열, “특검 동의하냐”이재명말에 호통친 이유…조국 “한동훈”",https://biz.chosun.com/policy/politics/election2022/2022/03/03/5XE7EMM4I5C6NPOSXQIKZGCJS4/,2022.03.03
우상호 “이재명게이트가 ‘게이트 키핑’이라는 해명은 순전히 농담”,https://www.chosun.com/politics/politics_general/2022/02/23/DHFKLRQSO5EAZBDTTCTM6LK7TU/,2022.02.23
이재명“농림어업인에 세제 감면·저율 과세 유지”,https://biz.chosun.com/policy/politics/election2022/2022/03/01/YMC7FLP5IFDM3G7IRVWGBRDZSQ/,2022.03.01
"머리 다친 송영길, 붕대 감고이재명기자회견 참석",https://biz.chosun.com/policy/politics/election2022/2022/03/08/Q4IFS6B3HFGPLOMHV47LLM5W6M/,2022.03.08
"이재명, 사전투표날 미사일 쏜 北에 “긴장조성 용납못해”",https://www.chosun.com/politics/election2022/2022/03/05/M23NTJQB7RFR3EN7E5HU2UYYJU/,2022.03.05
이재명“오피스텔 관리비 과다 부과…제도 정비하겠다”,https://biz.chosun.com/policy/politics/election2022/2022/02/20/XQVBFZVUBVC5VKR7H32UECQ6KM/,2022.02.20
이재명“양성평등의 나라 확실히 책임지겠다”,https://www.chosun.com/politics/election2022/2022/03/04/4SW5WZRCO5H5FNQZMMIYU4NGQ4/,2022.03.04
[단독] ‘김만배 녹취록’에 “이재명게이트”(2020.10.26) 발언도 있었다!,http://monthly.chosun.com/client/news/viw.asp?ctcd=A&nNewsNumb=202203100012,2022.02.17
김부선 “이재명손톱에 까만 줄 있다... 이별 통보하자 협박”,https://www.chosun.com/national/national_general/2022/02/28/GY5FUSI3VNAURN6L5LNYJGDNII/,2022.02.28
"‘표미새’ 자처한이재명, 더쿠·클리앙·딴지 향해 지지 호소",https://www.chosun.com/politics/politics_general/2022/03/06/FUIP326EWFHT7A6ACQMOQDN2LE/,2022.03.06
"[대선영상]이재명, “부동산 정책은 섬세해야 ....섬세함은이재명의 주특기”",https://www.chosun.com/politics/election2022/2022/03/02/2JPSUOWKJRFITPVNWYV6X6VTBU/,2022.03.02
"이재명38% 윤석열 37%…李, 오차범위내 우위로[한국갤럽]",https://biz.chosun.com/policy/politics/election2022/2022/02/25/54NOMUB7JFGMROHDAW2VODHELY/,2022.02.25
"與, ‘안중근이이재명지지’ 포스터 제작…황교익 “친일파와 한판승부”",https://biz.chosun.com/policy/politics/election2022/2022/03/02/IVJUCNUG3RBKVCM4XOEGT7L2G4/,2022.03.02
"[속보] 김동연, 후보직 사퇴…이재명과 단일화",https://www.chosun.com/politics/election2022/2022/03/02/CQCYAE3UCRGNTJTRSHK5EMU45M/,2022.03.02
이재명“한반도 긴장 고조시키는 ‘안보 포퓰리즘’ 사라져야”,https://biz.chosun.com/policy/politics/election2022/2022/02/24/EDGWUPL7KFDMLAOSWO2IQCRBJE/,2022.02.24
"‘李 지지 선언’ 박혁권, 유세 현장 나와 “밥줄 끊겨도이재명하겠다”",https://www.chosun.com/politics/politics_general/2022/03/02/BMTUBDP2XBGGBMTW6YDPJFA4BY/,2022.03.02
"윤석열 41%,이재명34%... 오차범위 밖으로 격차 벌어져 [갤럽]",https://www.chosun.com/politics/politics_general/2022/02/18/WWBJPPD74JGLXDG5I3HHW435ZM/,2022.02.18
이재명마지막 기자회견 “주요 공공요금 코로나 종식까지 동결”,https://www.chosun.com/politics/election2022/2022/03/08/FTZXRRHBWZCEDK47DFOKB5NYKI/,2022.03.08
"‘무소속’ 윤미향,이재명지지 선언... “위안부 문제 해결할 사람”",https://www.chosun.com/politics/politics_general/2022/02/19/SX7XV7H4TRENXEVNPOB4QSGYWY/,2022.02.19
여의도 증권가에서 ‘코스피 5000’ 외친이재명,https://biz.chosun.com/policy/politics/election2022/2022/03/08/YNYKYTC7DRHSLF6S75VNH7546Y/,2022.03.08
‘이번 대선 승산없다’ 지지자 우려에...이재명“더 힘내겠다”,https://www.chosun.com/politics/politics_general/2022/02/18/TV3MFYCCFZBDTFWUPDH5HODLLQ/,2022.02.18
"서민민생대책위원회, ‘법카 논란’이재명후보 고발",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14735&NewsNumb=20220214735,2022.02.25
민주당 “‘이재명소년원 입소’ 가짜뉴스 유포행위 고발”,https://biz.chosun.com/policy/politics/election2022/2022/03/07/2SNMIV2SXBHWFKMO6HZZQXV65U/,2022.03.07
심상정에게 ‘좌파적’이라고 한 적 없다는이재명…국민의힘 “말했다”,https://biz.chosun.com/policy/politics/election2022/2022/03/02/5NBUOLW6K5BKVI5SU64V25MOCA/,2022.03.02
"김동연, 후보직 사퇴 “이재명당선 위해 운동화 끈 묶겠다”",https://www.chosun.com/politics/election2022/2022/03/02/LYKCD3HKDBBRPP2SJZRADHAVTM/,2022.03.02
文정부 부동산 실정 인정?이재명“저는 시장 존중하는 시장주의자”,https://biz.chosun.com/policy/politics/election2022/2022/03/01/RTPOKHIMSZHWFL5X3OL5CDQEM4/,2022.03.01
"윤석열 40%,이재명31%…NBS 조사서 올해 첫 역전",https://biz.chosun.com/policy/politics/election2022/2022/02/17/2BDXVJGJZFFVPBIU4SPCJVYJF4/,2022.02.17
"“6·25전쟁 미국이 일으켜” 논란 역사 강사,이재명지지 선언…“李는 이순신, 尹 원균”",https://biz.chosun.com/policy/politics/election2022/2022/03/01/KU23G2PBNZE6PIE53KVRWJM7EM/,2022.03.01
"이재명, 광주에 ‘미래명품 재래시장’ 구축 공약",https://biz.chosun.com/policy/politics/election2022/2022/03/02/CNAP2ZYRY5A33PYVCF4HQOVB4A/,2022.03.02
이재명“정치보복 몰래 하는 것”… 野 “文정부도 대상인가”,https://www.chosun.com/politics/election2022/2022/02/28/LKUJTCJVYBHVZPEZ3B5SHYMUMI/,2022.02.28
이재명“고위공직자 중 다주택자는 임명·승진 안 시키겠다”,https://biz.chosun.com/policy/politics/election2022/2022/03/06/ICZD44LXZZDDHDFDMIMGYK4TCY/,2022.03.06
"김문기 아들 “아버지 발인날,이재명산타 옷입고 춤춰…죽을만큼 고통”",https://www.chosun.com/politics/politics_general/2022/02/23/PG7MXNLBHZCANN4SZYILT6K7HI/,2022.02.23
"이재명측근은 댓글 전사? 李가 지지 호소문 올린 필명, 과거 글 보니…",https://www.chosun.com/politics/election2022/2022/03/05/77LZRYA2RBDSJOFSCVA5ES3VSI/,2022.03.05
이재명더불어민주당 대선후보 귀(耳)에 얽힌 일화,http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14796&NewsNumb=20220314796,2022.03.03
이재명“집값 갑자기 올라 세금 오르니 솔직히 화나죠? 저도 화나던데”,https://biz.chosun.com/policy/politics/election2022/2022/02/17/FJ5TGMM25ZDIDIYO7N3YUEKUFE/,2022.02.17
[단독] 유관순 열사 조카 유제일 “이재명민주당 후보 유관순 열사 언급 불쾌”,http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14780&NewsNumb=20220314780,2022.03.01
이재명“부동산 한물 갔다…제 당선 믿는다면 주식으로 자산 증식”,https://biz.chosun.com/policy/politics/election2022/2022/03/03/3NYLU4OGPJBXFCW63SKENTGDDQ/,2022.03.03
[전문가 분석] 전문가들이 본이재명과 윤석열의 경제관,http://monthly.chosun.com/client/news/viw.asp?ctcd=A&nNewsNumb=202203100016,2022.02.17
이재명“겁대가리”에 AI 윤석열 “다급하니 아수라 본성”,https://www.chosun.com/politics/election2022/2022/02/25/PNEGNQDREJDONH5JMMNXPD6BWU/,2022.02.25
"[단독] “대장동 배후는 윤석열”…이재명선대위 조직, 댓글 조작 지원",https://biz.chosun.com/policy/politics/election2022/2022/03/08/RDAJZLH3VZAG7G2SFEQKLJSURE/,2022.03.08
"원희룡 “이재명급했나보다, 조원진까지 끌어들여 잡탕 만들어”",https://www.chosun.com/politics/politics_general/2022/03/02/BMP5WCRCWREFPIYMP5U7I2NJGA/,2022.03.02
"이재명“공무원·국가공인자격 시험 출제오류, 책임 묻겠다”",https://biz.chosun.com/policy/politics/election2022/2022/02/25/JBUQNH7BP5BQHKBLKWABHM3BVU/,2022.02.25
"공약 이행 비용, 5년간이재명“300조↑”윤석열 “266조”",https://biz.chosun.com/policy/politics/election2022/2022/02/16/24PXRN4Q2BAO5M35PFBT4ILZ34/,2022.02.16
이재명34% 윤석열 41%,https://www.chosun.com/politics/election2022/2022/02/19/2RF3MCXGCFBTPAKBJBYKILWAGU/,2022.02.19
"이재명‘여시’ 지지 호소글 올린 네티즌, 과거 ‘밭갈이’ 글 대거 삭제",https://biz.chosun.com/policy/politics/election2022/2022/03/05/T3IGRY6D5FAV5HSG4FOR63FT7M/,2022.03.05
추미애 “이재명내말 아주 잘 들어…이 누나 무서운거 알지?”,http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14664&NewsNumb=20220214664,2022.02.16
"윤석열 “이재명, 도망갈 데 없으니 갑자기 특검 얘기”",https://biz.chosun.com/policy/politics/election2022/2022/03/03/TKPS6WWQ5BAHVCDNENMVMPI42Q/,2022.03.03
이재명“재건축 용적률 500%로”,https://www.chosun.com/politics/election2022/2022/03/02/H6GVWMJXSNH4HCN64TIUXDQUQA/,2022.03.02
"“천둥산~”이재명, 하이킥‧송판격파 이어 ‘트로트’ 열창유세",https://www.chosun.com/politics/election2022/2022/02/24/WIP3AABNLFB2DAYOALZW7AMHCM/,2022.02.24
"이재명, 정치자금 페이퍼컴퍼니 사용 의혹에 與 “합리적 계약” 野 “위법”",https://biz.chosun.com/policy/politics/election2022/2022/02/22/7233HVYMMRFCFKC7H3HIE3XDBM/,2022.02.22
"이재명“국민연금 韓 주식 투자↑, 코스피 5000 달성“…주가부양 공약",https://biz.chosun.com/policy/politics/election2022/2022/02/21/N6JVQYHGURDW5JYO6YYRHOWJ7E/,2022.02.21
노영민 “文정부 최고 업적은이재명정부 탄생이 될 것”,https://www.chosun.com/politics/election2022/2022/03/01/K52NHYOYI5BBVKQEOBQXSWSFRU/,2022.03.01
이재명“지역화폐 전국민에 확대 발행…긴급재정명령권이라도 발동”,https://biz.chosun.com/policy/politics/election2022/2022/02/25/YZ6TUP7LNFABTEJWHOD5XZBVNI/,2022.02.25
이재명“부동산 한물 갔다…제 당선 믿으면 자산 증식은 주식으로”,https://www.chosun.com/politics/election2022/2022/03/03/GTWGWLPUUZEQ7LR2ZVRQ7PPVDE/,2022.03.03
"숨은 표 있다는 쪽이 졌다, ‘샤이이재명’ 복병인가 허상인가",https://www.chosun.com/politics/2022/02/27/O5WHG567AJGTTKN4XTSRO26O2E/,2022.02.27
대선 D-10… 윤석열 46.1%이재명41.0% 안철수 7.9% [리얼미터],https://www.chosun.com/politics/election2022/2022/02/28/2XCPD4FWGVHBXP7KOU2NFZM4JM/,2022.02.28
"타임誌 “이재명, 집권하면 중국과 더 긴밀히 협력해야 한다고 본다”",https://biz.chosun.com/policy/politics/election2022/2022/03/04/GDDIU5DJMVH55CHSMD6SLA4OQI/,2022.03.04
"이재명, 하이킥 이어 태권도복 입고 ‘코로나 송판’ 격파",https://www.chosun.com/politics/election2022/2022/02/20/W3Q7AXQWQZB63NAJ3P4QSPFG5Y/,2022.02.20
이재명“미중 한쪽 선택 필요 없어” 윤석열 “쿼드 안보동맹 협력 강화”,https://biz.chosun.com/policy/politics/election2022/2022/03/08/E5PPAVLI2ZA4TLOSHIFGAXJLSA/,2022.03.08
"이재명, 신경제 10대 전략 발표…외국계 기업인들과 경제 대화",https://biz.chosun.com/policy/politics/election2022/2022/03/01/2FS3OLYQLFAWBKFPOIX5K3P26A/,2022.03.01
이재명“정치보복은 나중에 몰래”에 이준석 “文정부에 할건가”,https://biz.chosun.com/policy/politics/election2022/2022/02/28/FMDJFRENIZAB3OAUDJZZGVIYG4/,2022.02.28
"이재명, 강원 대신 4일 서울서 사전투표한다",https://biz.chosun.com/policy/politics/election2022/2022/03/03/NVOOYKU2DNELFGBK2JHETMLP4U/,2022.03.03
이재명“공짜 야근·과로 유발하는 포괄임금제 반드시 개선”,https://biz.chosun.com/policy/politics/election2022/2022/02/18/P5VUFILVFBBNRG7IP4WHPVPECI/,2022.02.18
이재명-김동연. 회동 후 '정치교체 위한 공동선언문' 발표,http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14783&NewsNumb=20220314783,2022.03.02
"이재명“문화 강국, 김구 ‘대통령’께서 만들고 싶었던 나라”",https://biz.chosun.com/policy/politics/election2022/2022/02/24/TXKRUBF23VCHLB3XNHX5QZECYI/,2022.02.24
[대선영상]이재명“군복무기간 손실 국가가 보전”,https://www.chosun.com/politics/election2022/2022/02/16/LOKANAWKBBCVRLADWZVBUD5FFA/,2022.02.16
단일화시 윤석열 48.9%이재명42.8% [입소스],https://biz.chosun.com/policy/politics/electionpoll/2022/03/03/XVCQIOA6JRFOJCJACA7NRI4PPQ/,2022.03.03
원화 국제결제 비중 세계 20위 밖인데…이재명“기축통화된다”,https://biz.chosun.com/policy/politics/election2022/2022/02/21/2KBAJDXKTRG55CKT7W2VH4UG5M/,2022.02.21
"김문기 유족 “이재명, 아버지와 골프까지 쳤는데 왜 모른다고 하나”",https://www.chosun.com/politics/election2022/2022/02/24/M652ZJ5YIVE4HGHOGN7I3S4JEY/,2022.02.24
"가수 이은미,이재명유세현장 찾은 이유…“지지율 정체 답답해”",https://www.chosun.com/politics/election2022/2022/02/19/GAUPBJOKSNDTBFG4FZDNUTMOL4/,2022.02.19
이재명“한일 위안부 합의는 야합”…文대통령 입장은 “양국 공식 합의”,https://biz.chosun.com/policy/politics/election2022/2022/02/28/JFENNSMTTZEWPNB4D3N6LB5J3M/,2022.02.28
"윤석열 42.4%,이재명34.1% [글로벌리서치]",https://biz.chosun.com/policy/politics/election2022/2022/02/21/ATFZEGLW6NB6LHBSLML6IB4QCY/,2022.02.21
"李, ‘尹 죽어’ 패널 꺼내자… 尹 “그 녹취록 끝엔이재명게이트”",https://www.chosun.com/politics/election2022/2022/02/21/UGAM5EIQGZCILKWMX6VCQFXEUI/,2022.02.21
이재명“나라에 도둑 너무 많다” 허경영 “내 명언까지 도둑질”,https://www.chosun.com/politics/election2022/2022/03/04/SPTVMUHFK5GAVBG26G5WTCSMKU/,2022.03.04
안철수·심상정 “다당제로 개편해야”이재명“두분 말씀 공감”,https://www.chosun.com/politics/election2022/2022/02/25/WP6X7VATCNFJPMS4562E665JGY/,2022.02.25
"사드 무용론 주장이재명, 국산 미사일 시험 발사 성공에는 “축하”",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14721&NewsNumb=20220214721,2022.02.24
미국 최대 인터넷 커뮤니티(레딧)에서 우크라이나 관련이재명관련 발언 논란,http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14744&NewsNumb=20220214744,2022.02.26
